BHK,project,Location,City,Total sqft,price_sqft,price
2 BHK Apartment,Mahadev Mahadev ComplexMira Road East,Mira Road East,Mumbai,810,"12,000",97.20 L
2,,Panvel,Mumbai,887,"10,000",88.70 L
1,,Badlapur West,Mumbai,387,"7,000",27.09 L
1 BHK Apartment,Arihant ResidencySion,Sion,Mumbai,662,"30,000",1.99 Cr
2,,Santosh Nagar,Mumbai,860,"25,000",2.15 Cr
1,,Virar East,Mumbai,560,"4,500",25.20 L
2 BHK Apartment,Poddar Samruddhi EvergreensBadlapur East,Badlapur East,Mumbai,865,"25,000",2.16 Cr
1,,Agripada,Mumbai,765,"25,000",1.91 Cr
1,,Panvel,Mumbai,630,"10,000",63.00 L
3,,Gorai,Mumbai,2250,"25,000",5.62 Cr
1 BHK Apartment,Aries Aries Vangani HeightVangani,Vangani,Mumbai,450,"25,000",1.12 Cr
1,,Virar West,Mumbai,550,"5,000",27.50 L
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
1 BHK Apartment,Raja Tirupati Balaji TowersSantacruz West,Santacruz West,Mumbai,600,"60,000",3.60 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
2,,Kalwa,Mumbai,535,"25,000",1.34 Cr
2,,Kalyan West,Mumbai,825,"10,000",82.50 L
6 BHK Independent Floor,Reputed Builder Vasu KamalPowai,Powai,Mumbai,2002,"38,000",7.61 Cr
3 BHK Independent Floor,Reputed Builder Vasu KamalPowai,Powai,Mumbai,2000,"38,000",7.60 Cr
2,,Goregaon East,Mumbai,854,"24,000",2.05 Cr
1 BHK Apartment,Umiya Jewel VistaBadlapur West,Badlapur West,Mumbai,695,"7,000",48.65 L
1 BHK Apartment,V K LAL VKLAL VISHNU PHASE IDahisar,Dahisar,Mumbai,420,"20,000",84.00 L
1 BHK Apartment,V K LAL VKLAL VISHNU PHASE IDahisar,Dahisar,Mumbai,394,"20,000",78.80 L
1 BHK Apartment,V K LAL VKLAL VISHNU PHASE IDahisar,Dahisar,Mumbai,316,"20,000",63.20 L
3 BHK Apartment,Rashmi HeightsNala Sopara,Nala Sopara,Mumbai,1275,"25,000",3.19 Cr
1,,Hendre Pada,Mumbai,387,"25,000",96.75 L
1,,Vasai West,Mumbai,560,"8,000",44.80 L
1 BHK Apartment,Wadhwa Evergreen HeightsThane West,Thane West,Mumbai,680,"18,000",1.22 Cr
1,,Mazgaon,Mumbai,350,"25,000",87.50 L
1,,Ulwe,Mumbai,385,"9,000",34.65 L
1,,Belapur,Mumbai,550,"16,000",88.00 L
1 BHK Apartment,RKR HarmonyBadlapur East,Badlapur East,Mumbai,725,"25,000",1.81 Cr
3 BHK Independent House,Mahada BungalowsBorivali West,Borivali West,Mumbai,780,"18,000",1.40 Cr
2 BHK Apartment,Platinum Balaji KalashNerul,Nerul,Mumbai,1150,"15,000",1.73 Cr
1 BHK Apartment,V K LAL VKLAL HARI PHASE IDahisar,Dahisar,Mumbai,413,"20,000",82.60 L
1 BHK Apartment,V K LAL VKLAL HARI PHASE IDahisar,Dahisar,Mumbai,353,"20,000",70.60 L
1 BHK Apartment,V K LAL VKLAL HARI PHASE IDahisar,Dahisar,Mumbai,390,"20,000",78.00 L
1 BHK Apartment,V K LAL VKLAL HARI PHASE IDahisar,Dahisar,Mumbai,406,"20,000",81.20 L
1 BHK Apartment,V K LAL VKLAL HARI PHASE IDahisar,Dahisar,Mumbai,332,"20,000",66.40 L
2 BHK Apartment,Lodha Palava Lakeshore GreensDombivali,Dombivali,Mumbai,980,"12,000",1.18 Cr
1,,Andheri East,Mumbai,275,"28,000",77.00 L
1 BHK Apartment,Reputed Builder Krishna NagariBorivali West,Borivali West,Mumbai,520,"18,000",93.60 L
1,,Kumbharkhan Pada,Mumbai,565,"25,000",1.41 Cr
2,,Mulund West,Mumbai,500,"25,000",1.25 Cr
1,,Badlapur East,Mumbai,650,"25,000",1.62 Cr
1 BHK Apartment,Braj CityMahim,Mahim,Mumbai,600,"48,000",2.88 Cr
1 BHK Apartment,Unimont AurumKarjat,Karjat,Mumbai,410,"25,000",1.02 Cr
2 BHK Apartment,Unimont AurumKarjat,Karjat,Mumbai,735,"25,000",1.84 Cr
2 BHK Apartment,Unimont AurumKarjat,Karjat,Mumbai,840,"25,000",2.10 Cr
1 BHK Apartment,Unimont AurumKarjat,Karjat,Mumbai,460,"25,000",1.15 Cr
1 BHK Apartment,Unimont AurumKarjat,Karjat,Mumbai,435,"25,000",1.09 Cr
1 BHK Apartment,Unimont AurumKarjat,Karjat,Mumbai,490,"25,000",1.23 Cr
1 BHK Apartment,Unimont AurumKarjat,Karjat,Mumbai,530,"25,000",1.32 Cr
2 BHK Apartment,Unimont AurumKarjat,Karjat,Mumbai,780,"25,000",1.95 Cr
2 BHK Apartment,Neelkanth Valley IIKhopoli,Khopoli,Mumbai,428,"25,000",1.07 Cr
1 BHK Apartment,Neelkanth Valley IIKhopoli,Khopoli,Mumbai,237,"25,000",59.25 L
3 BHK Villa,Aditya Creations The Ocean Homes The PearlPalghar,Palghar,Mumbai,1450,"8,000",1.16 Cr
1,,Borivali West,Mumbai,515,"18,000",92.70 L
1 BHK Apartment,Mahindra Mahindra ParkGhatkopar West,Ghatkopar West,Mumbai,540,"32,000",1.73 Cr
1,,Khadawali,Mumbai,250,"25,000",62.50 L
1,,Mulund East,Mumbai,264,"23,000",60.72 L
1,,Dombivali East,Mumbai,380,"12,000",45.60 L
1 BHK Apartment,Reputed Builder Arjuna Park CHSThane West,Thane West,Mumbai,750,"18,000",1.35 Cr
2,,Kalamboli,Mumbai,900,"25,000",2.25 Cr
1 BHK Apartment,Satyam Samruddhi ApartmentKaranjade,Karanjade,Mumbai,600,"25,000",1.50 Cr
2 BHK Apartment,Runwal Runwal Forests Tower 9 To 11Kanjurmarg,Kanjurmarg,Mumbai,676,"25,000",1.69 Cr
2 BHK Apartment,Lodha Upper ThaneAnjurdive,Anjurdive,Mumbai,830,"25,000",2.08 Cr
R,,Thane West,Mumbai,2088,"18,000",3.76 Cr
R,,Shahapur,Mumbai,2088,"25,000",5.22 Cr
3 BHK Apartment,Jay ComplexNavade,Navade,Mumbai,1505,"25,000",3.76 Cr
1 BHK Apartment,Reputed Builder Sai Pratik CHSAiroli,Airoli,Mumbai,660,"14,000",92.40 L
1,,Karanjade,Mumbai,600,"25,000",1.50 Cr
1 BHK Apartment,Reputed Builder Vraj VillaGhatkopar West,Ghatkopar West,Mumbai,540,"32,000",1.73 Cr
1,,matunga east,Mumbai,350,"50,000",1.75 Cr
2,,Vichumbe,Mumbai,960,"25,000",2.40 Cr
1,,Andheri East,Mumbai,650,"28,000",1.82 Cr
1 BHK Apartment,Sethia Sea ViewGoregaon West,Goregaon West,Mumbai,450,"26,000",1.17 Cr
1 BHK Apartment,Shri Adiraj Nayan ParadiseNala Sopara,Nala Sopara,Mumbai,690,"25,000",1.73 Cr
1,,Bhangarwadi,Mumbai,674,"25,000",1.69 Cr
2 BHK Apartment,N Rose Northern HeightsDahisar,Dahisar,Mumbai,425,"20,000",85.00 L
2 BHK Apartment,Ekta WestBayBandra West,Bandra West,Mumbai,790,"85,000",6.71 Cr
1 BHK Apartment,Shreyash ResidencyUlwe,Ulwe,Mumbai,550,"9,000",49.50 L
2,,Borivali West,Mumbai,1151,"18,000",2.07 Cr
1,,Karanjade,Mumbai,660,"25,000",1.65 Cr
1,,Dombivali East,Mumbai,385,"12,000",46.20 L
2,,Mira Road East,Mumbai,800,"12,000",96.00 L
1,,Mandvi,Mumbai,270,"25,000",67.50 L
1 BHK Apartment,Ravi Gaurav ValleyMira Road East,Mira Road East,Mumbai,850,"12,000",1.02 Cr
2 BHK Apartment,Rachana Yash EnclaveDombivali,Dombivali,Mumbai,950,"12,000",1.14 Cr
2,,Kalyan West,Mumbai,830,"10,000",83.00 L
1,,Virar West,Mumbai,540,"5,000",27.00 L
1 BHK Apartment,Reputed Builder Orchid TowerKamathipura,Fort,Mumbai,890,"55,000",4.89 Cr
1 BHK Apartment,Unimont AurumKarjat,Karjat,Mumbai,500,"25,000",1.25 Cr
1,,Neral,Mumbai,470,"6,000",28.20 L
1,,Neral,Mumbai,410,"6,000",24.60 L
2 BHK Apartment,Reputed Builder Horizon FloraMulund West,Mulund West,Mumbai,1000,"25,000",2.50 Cr
2 BHK Apartment,Hiranandani MeadowsThane West,Thane West,Mumbai,1050,"18,000",1.89 Cr
2,,Malad West,Mumbai,1050,"22,000",2.31 Cr
1,,Malad West,Mumbai,580,"22,000",1.28 Cr
1,,Borivali West,Mumbai,560,"18,000",1.01 Cr
1,,Goregaon West,Mumbai,570,"26,000",1.48 Cr
1 BHK Apartment,Reputed Builder Gokul VillageMira Road East,Mira Road East,Mumbai,575,"12,000",69.00 L
1,,Nalasopara West,Mumbai,350,"6,000",21.00 L
1 BHK Apartment,Unique Estate MumbaiMira Road East,Mira Road East,Mumbai,740,"12,000",88.80 L
3 BHK Apartment,Unique The EmpressMira Road East,Mira Road East,Mumbai,1565,"12,000",1.88 Cr
2 BHK Apartment,Atul Blue Orbit Phase 3Malad West,Malad West,Mumbai,1080,"22,000",2.38 Cr
3 BHK Apartment,KUL CourtSantacruz East,Santacruz East,Mumbai,1500,"45,000",6.75 Cr
3,,Panvel,Mumbai,1355,"10,000",1.35 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
2 BHK Apartment,Sunrise Kasturi GardenBhayandar West,Bhayandar West,Mumbai,960,"25,000",2.40 Cr
2 BHK Apartment,KP KrishnaGoregaon East,Goregaon East,Mumbai,666,"24,000",1.60 Cr
1 BHK Apartment,Jindal AvenuePanvel,Panvel,Mumbai,261,"10,000",26.10 L
2 BHK Apartment,Swaraj Homes Umiya KiranKamothe,Kamothe,Mumbai,1093,"11,000",1.20 Cr
1,,Thane West,Mumbai,600,"18,000",1.08 Cr
1,,Powai,Mumbai,355,"38,000",1.35 Cr
1 BHK Apartment,Shivam Prathamesh TowersThane West,Thane West,Mumbai,600,"18,000",1.08 Cr
1,,Boisar,Mumbai,650,"25,000",1.62 Cr
2 BHK Apartment,Reputed Builder Flight ViewSantacruz East,Santacruz East,Mumbai,854,"45,000",3.84 Cr
1,,Dombivali East,Mumbai,550,"12,000",66.00 L
2,,Kalyan West,Mumbai,830,"10,000",83.00 L
2 BHK Apartment,Godrej HillKalyan West,Kalyan West,Mumbai,830,"10,000",83.00 L
2,,Kalwa,Mumbai,575,"25,000",1.44 Cr
1,,Dharamveer Nagar,Mumbai,380,"25,000",95.00 L
2,,Nerul,Mumbai,1098,"15,000",1.65 Cr
1 BHK Apartment,Neelkanth Valley IIKhopoli,Khopoli,Mumbai,294,"25,000",73.50 L
2 BHK Apartment,Neelkanth Valley IIKhopoli,Khopoli,Mumbai,436,"25,000",1.09 Cr
1,,Kalwa,Mumbai,450,"25,000",1.12 Cr
2 BHK Apartment,Shree Tirupati Avenue 14Dadar East,Dadar East,Mumbai,950,"45,000",4.28 Cr
4 BHK Apartment,Reputed Builder Jawaharban CHSAndheri West,Andheri West,Mumbai,3000,"35,000",10.50 Cr
1 BHK Apartment,Rashmi Swastik NagarBhayandar East,Bhayandar East,Mumbai,500,"25,000",1.25 Cr
1,,Diva Gaon,Mumbai,590,"25,000",1.48 Cr
4 BHK Apartment,Runwal Forest Tower 5 To 8Kanjurmarg,Kanjurmarg,Mumbai,1100,"25,000",2.75 Cr
1,,Parel,Mumbai,250,"90,000",2.25 Cr
1,,Chembur,Mumbai,500,"30,000",1.50 Cr
1 BHK Apartment,Devnani CVIIChembur,Chembur,Mumbai,410,"30,000",1.23 Cr
1 BHK Apartment,Reputed Builder Shiv Darshan CHSSanpada,Sanpada,Mumbai,655,"25,000",1.64 Cr
1,,Ulwe,Mumbai,505,"9,000",45.45 L
1,,Karanjade,Mumbai,651,"25,000",1.63 Cr
1,,Vasai West,Mumbai,554,"8,000",44.32 L
1,,Khopoli,Mumbai,615,"25,000",1.54 Cr
2 BHK Apartment,Reputed Builder Satellite Classic CHSJogeshwari East,Jogeshwari East,Mumbai,650,"25,000",1.62 Cr
2 BHK Apartment,Reputed Builder kailash HeightsKamothe,Kamothe,Mumbai,1150,"11,000",1.26 Cr
2,,Kalyan West,Mumbai,1100,"10,000",1.10 Cr
2 BHK Apartment,Sanghvi InfeniaSantacruz East,Santacruz East,Mumbai,602,"45,000",2.71 Cr
2 BHK Apartment,Sanghvi InfeniaSantacruz East,Santacruz East,Mumbai,579,"45,000",2.61 Cr
1 BHK Apartment,Reputed Builder Shree Krishna DarshanKalwa,Kalwa,Mumbai,575,"25,000",1.44 Cr
1 BHK Apartment,Eeshan White RoseThane West,Thane West,Mumbai,550,"18,000",99.00 L
1 BHK Apartment,Reputed Builder Gaurav Enclave ApartmentMulund West,Mulund West,Mumbai,501,"25,000",1.25 Cr
1,,Girgaon,Mumbai,570,"25,000",1.43 Cr
2,,Sion,Mumbai,811,"30,000",2.43 Cr
1,,Nerul,Mumbai,590,"15,000",88.50 L
2,,Kandivali West,Mumbai,650,"24,000",1.56 Cr
1 BHK Apartment,Kalyan ViharKalyan West,Kalyan West,Mumbai,477,"10,000",47.70 L
1 BHK Apartment,Kalyan ViharKalyan West,Kalyan West,Mumbai,477,"10,000",47.70 L
1 BHK Apartment,Kalyan ViharKalyan West,Kalyan West,Mumbai,384,"10,000",38.40 L
1 BHK Apartment,Kalyan ViharKalyan West,Kalyan West,Mumbai,477,"10,000",47.70 L
1 BHK Apartment,Kalyan ViharKalyan West,Kalyan West,Mumbai,384,"10,000",38.40 L
1 BHK Apartment,Kalyan ViharKalyan West,Kalyan West,Mumbai,384,"10,000",38.40 L
1 BHK Apartment,Kalyan ViharKalyan West,Kalyan West,Mumbai,384,"10,000",38.40 L
R,,Belondakhar,Mumbai,1089,"25,000",2.72 Cr
1,,Goregaon East,Mumbai,450,"24,000",1.08 Cr
1 BHK Apartment,Sethia Green ViewGoregaon West,Goregaon West,Mumbai,600,"26,000",1.56 Cr
1 BHK Apartment,Balaji Shiv HeightsDombivali,Dombivali,Mumbai,515,"12,000",61.80 L
1,,Belapur,Mumbai,700,"16,000",1.12 Cr
1 BHK Apartment,SS Balaji KrishnaDombivali,Dombivali,Mumbai,671,"12,000",80.52 L
1 RK Studio Apartment,Cidco FAM CHSKoper Khairane,Koper Khairane,Mumbai,338,"25,000",84.50 L
2,,Mira Road East,Mumbai,800,"12,000",96.00 L
1,,Kharghar,Mumbai,600,"12,000",72.00 L
2,,Kharghar,Mumbai,1100,"12,000",1.32 Cr
1,,Kharghar,Mumbai,635,"12,000",76.20 L
1 BHK Apartment,Arihant Arihant EnclaveAndheri East,Andheri East,Mumbai,443,"28,000",1.24 Cr
1 BHK Apartment,Arihant Arihant EnclaveAndheri East,Andheri East,Mumbai,446,"28,000",1.25 Cr
1,,Bhiwandi,Mumbai,600,"6,000",36.00 L
1,,Dombivli (West),Mumbai,525,"25,000",1.31 Cr
2 BHK Apartment,Arkade ArtMira Road East,Mira Road East,Mumbai,1230,"12,000",1.48 Cr
1 BHK Apartment,Bombay CastleDronagiri,Dronagiri,Mumbai,444,"25,000",1.11 Cr
2 BHK Apartment,Bombay CastleDronagiri,Dronagiri,Mumbai,561,"25,000",1.40 Cr
2 BHK Apartment,Bombay CastleDronagiri,Dronagiri,Mumbai,624,"25,000",1.56 Cr
R,,Boisar,Mumbai,3267,"25,000",8.17 Cr
1 BHK Apartment,Shakuntala Shree Puram TownshipUmroli,Umroli,Mumbai,670,"25,000",1.68 Cr
1 BHK Apartment,Shakuntala Shree Puram TownshipUmroli,Umroli,Mumbai,500,"25,000",1.25 Cr
1 BHK Apartment,Shakuntala Shree Puram TownshipUmroli,Umroli,Mumbai,600,"25,000",1.50 Cr
1 BHK Apartment,Shakuntala Shree Puram TownshipUmroli,Umroli,Mumbai,650,"25,000",1.62 Cr
2 BHK Apartment,Shakuntala Shree Puram TownshipUmroli,Umroli,Mumbai,930,"25,000",2.33 Cr
1,,Dombivali East,Mumbai,560,"12,000",67.20 L
1 RK Studio Apartment,Raj Mandir ComplexMira Road East,Mira Road East,Mumbai,400,"12,000",48.00 L
1 BHK Apartment,Viva VedantaVirar,Virar,Mumbai,460,"5,000",23.00 L
1 BHK Apartment,Viva VedantaVirar,Virar,Mumbai,424,"5,000",21.20 L
1 BHK Apartment,Viva VedantaVirar,Virar,Mumbai,513,"5,000",25.65 L
2 BHK Apartment,Viva VedantaVirar,Virar,Mumbai,566,"5,000",28.30 L
1 BHK Apartment,Parijas ZenithKalyan East,Kalyan East,Mumbai,483,"9,000",43.47 L
1,,Taloje,Mumbai,640,"25,000",1.60 Cr
1,,Ulwe,Mumbai,635,"9,000",57.15 L
R,,Karjat,Mumbai,5850,"25,000",14.62 Cr
R,,Ulwe,Mumbai,1000,"9,000",90.00 L
1 RK Studio Apartment,Sai Shrushti VatikaThane West,Thane West,Mumbai,270,"18,000",48.60 L
1,,Bhiwandi,Mumbai,525,"6,000",31.50 L
1 BHK Apartment,Qualitas La LuxuriaShahapur,Shahapur,Mumbai,437,"25,000",1.09 Cr
1 BHK Apartment,Qualitas La LuxuriaShahapur,Shahapur,Mumbai,482,"25,000",1.21 Cr
1 BHK Apartment,S K Avadh TownshipVasai,Vasai,Mumbai,525,"8,000",42.00 L
1 RK Studio Apartment,S K Avadh TownshipVasai,Vasai,Mumbai,405,"8,000",32.40 L
1 BHK Apartment,Riddhi Siddhi ImperialTaloja,Taloja,Mumbai,375,"25,000",93.75 L
2 BHK Apartment,Riddhi Siddhi ImperialTaloja,Taloja,Mumbai,595,"25,000",1.49 Cr
1 BHK Apartment,Royal HeritageVangani,Vangani,Mumbai,470,"25,000",1.18 Cr
2 BHK Apartment,Royal HeritageVangani,Vangani,Mumbai,553,"25,000",1.38 Cr
1 BHK Apartment,Space India GreensDundare,Dundare,Mumbai,485,"25,000",1.21 Cr
1 BHK Apartment,Space India Prakriti SparshPanvel,Panvel,Mumbai,610,"10,000",61.00 L
1,,Pale Bk.,Mumbai,535,"25,000",1.34 Cr
1 BHK Apartment,A M Balaji HeightsRasayani,Rasayani,Mumbai,313,"7,000",21.91 L
1 BHK Apartment,A M Balaji HeightsRasayani,Rasayani,Mumbai,313,"7,000",21.91 L
1 BHK Apartment,A M Balaji HeightsRasayani,Rasayani,Mumbai,298,"7,000",20.86 L
1 BHK Apartment,A M Balaji HeightsRasayani,Rasayani,Mumbai,298,"7,000",20.86 L
1 BHK Apartment,A M Balaji HeightsRasayani,Rasayani,Mumbai,313,"7,000",21.91 L
1 BHK Apartment,A M Balaji HeightsRasayani,Rasayani,Mumbai,313,"7,000",21.91 L
1 BHK Apartment,A M Balaji HeightsRasayani,Rasayani,Mumbai,298,"7,000",20.86 L
1 BHK Apartment,A M Balaji HeightsRasayani,Rasayani,Mumbai,298,"7,000",20.86 L
1,,Thakurli,Mumbai,685,"25,000",1.71 Cr
1 BHK Apartment,Reputed Builder Samarpan Complex ArpanBhayandar East,Bhayandar East,Mumbai,395,"25,000",98.75 L
1 BHK Apartment,Sai Sastha CrystalBhandup West,Bhandup West,Mumbai,486,"22,000",1.07 Cr
1 BHK Apartment,Raja Pooja ApartmentBandra West,Bandra West,Mumbai,530,"85,000",4.50 Cr
2 BHK Apartment,Space India AmulyamPanvel,Panvel,Mumbai,850,"10,000",85.00 L
R,,Uttan,Mumbai,4000,"25,000",10.00 Cr
2 BHK Apartment,Lodha Amara Tower 26 27 28 30 34 35Thane West,Thane West,Mumbai,1050,"18,000",1.89 Cr
1 BHK Apartment,Rachana Sukh Shanti NiwasKarjat,Karjat,Mumbai,456,"25,000",1.14 Cr
1 BHK Apartment,Space India Prakriti SparshPanvel,Panvel,Mumbai,600,"10,000",60.00 L
2 BHK Apartment,Cidco NRI ComplexSeawoods,Seawoods,Mumbai,1250,"18,000",2.25 Cr
1 BHK Apartment,Neminath Sahnivas CHSL And Prabhat CHSL Building No 1 And 2Andheri West,Andheri West,Mumbai,800,"35,000",2.80 Cr
4,,Andheri West,Mumbai,2700,"35,000",9.45 Cr
1 BHK Apartment,Padmawati RudranshPalghar,Palghar,Mumbai,475,"8,000",38.00 L
1 BHK Apartment,Sai Deep HeightsDombivali,Dombivali,Mumbai,590,"12,000",70.80 L
2 BHK Apartment,Lodha AquaMira Road East,Mira Road East,Mumbai,1021,"12,000",1.23 Cr
1,,Kharghar,Mumbai,620,"12,000",74.40 L
1,,Kharghar,Mumbai,640,"12,000",76.80 L
1 BHK Apartment,Sudarshan Sky HeightsThane West,Thane West,Mumbai,453,"18,000",81.54 L
2 BHK Apartment,Sudarshan Sky HeightsThane West,Thane West,Mumbai,668,"18,000",1.20 Cr
2 BHK Apartment,Sudarshan Sudarshan Lands EndMalad West,Malad West,Mumbai,706,"22,000",1.55 Cr
2 BHK Apartment,Sudarshan Sudarshan Lands EndMalad West,Malad West,Mumbai,649,"22,000",1.43 Cr
1 BHK Apartment,Shree Yogeshwar Yogeshwar ParkDombivali,Dombivali,Mumbai,600,"12,000",72.00 L
1 BHK Apartment,Sai Buildcon Lake View HeightsVasai,Vasai,Mumbai,610,"8,000",48.80 L
1 BHK Apartment,Sai Buildcon Lake View HeightsVasai,Vasai,Mumbai,655,"8,000",52.40 L
1 BHK Apartment,Sai Buildcon Lake View HeightsVasai,Vasai,Mumbai,635,"8,000",50.80 L
2 BHK Apartment,Sai Buildcon Lake View HeightsVasai,Vasai,Mumbai,830,"8,000",66.40 L
2,,Vikhroli West,Mumbai,460,"28,000",1.29 Cr
2,,Kalyan West,Mumbai,825,"10,000",82.50 L
1 BHK Apartment,Sarvoday OnyxKalyan West,Kalyan West,Mumbai,685,"10,000",68.50 L
2 BHK Independent Floor,Panvelkar ClassicAmbernath East,Ambernath East,Mumbai,900,"25,000",2.25 Cr
2 BHK Apartment,Reputed Builder Arihant DarshanKandivali East,Kandivali East,Mumbai,870,"22,000",1.91 Cr
1,,Vasai West,Mumbai,410,"8,000",32.80 L
2 BHK Apartment,Sahabhagi Riva RythmKarjat,Karjat,Mumbai,528,"25,000",1.32 Cr
2 BHK Apartment,Sahabhagi Riva RythmKarjat,Karjat,Mumbai,528,"25,000",1.32 Cr
1 BHK Apartment,Sahabhagi Riva RythmKarjat,Karjat,Mumbai,276,"25,000",69.00 L
1 BHK Apartment,Sahabhagi Riva RythmKarjat,Karjat,Mumbai,276,"25,000",69.00 L
2 BHK Apartment,Sahabhagi Riva RythmKarjat,Karjat,Mumbai,528,"25,000",1.32 Cr
2 BHK Apartment,Sahabhagi Riva RythmKarjat,Karjat,Mumbai,528,"25,000",1.32 Cr
1 BHK Apartment,Sahabhagi Riva RythmKarjat,Karjat,Mumbai,276,"25,000",69.00 L
1 BHK Apartment,Sahabhagi Riva RythmKarjat,Karjat,Mumbai,276,"25,000",69.00 L
1 BHK Apartment,Shree Yogeshwar Yogeshwar ParkDombivali,Dombivali,Mumbai,600,"12,000",72.00 L
1 RK Studio Apartment,Reputed Builder Krishnamai CHSDombivali,Dombivali,Mumbai,390,"12,000",46.80 L
1 BHK Apartment,Om GM Thakur CityPalghar,Palghar,Mumbai,520,"8,000",41.60 L
1 BHK Apartment,Om GM Thakur CityPalghar,Palghar,Mumbai,555,"8,000",44.40 L
1 RK Studio Apartment,Om GM Thakur CityPalghar,Palghar,Mumbai,360,"8,000",28.80 L
2 BHK Apartment,Om GM Thakur CityPalghar,Palghar,Mumbai,850,"8,000",68.00 L
1 BHK Apartment,Ahuja ClassiqueChembur,Chembur,Mumbai,582,"30,000",1.75 Cr
1 BHK Apartment,Reputed Builder Sunder TowerSewri,Sewri,Mumbai,500,"25,000",1.25 Cr
1,,Ghatkopar East,Mumbai,430,"28,000",1.20 Cr
2 BHK Apartment,Lodha EternisAndheri East,Andheri East,Mumbai,1200,"28,000",3.36 Cr
1 BHK Apartment,Beauty LandmarkBhandup West,Bhandup West,Mumbai,550,"22,000",1.21 Cr
1,,Hendre Pada,Mumbai,650,"25,000",1.62 Cr
2 BHK Apartment,Ahuja ClassiqueChembur,Chembur,Mumbai,1150,"30,000",3.45 Cr
2 BHK Apartment,Ahuja ClassiqueChembur,Chembur,Mumbai,1100,"30,000",3.30 Cr
2,,Thane West,Mumbai,975,"18,000",1.75 Cr
2 BHK Apartment,Rite SkyluxeChembur,Chembur,Mumbai,1050,"30,000",3.15 Cr
1 BHK Apartment,Green Sai Elite A And B WingDombivali,Dombivali,Mumbai,575,"12,000",69.00 L
1,,Dombivali East,Mumbai,485,"12,000",58.20 L
2 BHK Apartment,Umiya OasisMira Road East,Mira Road East,Mumbai,1070,"12,000",1.28 Cr
2,,Malad West,Mumbai,880,"22,000",1.94 Cr
1,,Bhayandar East,Mumbai,428,"25,000",1.07 Cr
2,,Mira Road East,Mumbai,830,"12,000",99.60 L
2 BHK Apartment,Panvelkar ClassicAmbernath East,Ambernath East,Mumbai,900,"25,000",2.25 Cr
2,,Kanjurmarg East,Mumbai,890,"25,000",2.23 Cr
1,,Neral,Mumbai,860,"6,000",51.60 L
1,,Dombivali East,Mumbai,450,"12,000",54.00 L
3 BHK Apartment,Reputed Builder Shreeji SplendorThane West,Thane West,Mumbai,1070,"18,000",1.93 Cr
1,,Belapur,Mumbai,525,"16,000",84.00 L
1 BHK Apartment,DB OzoneDahisar,Dahisar,Mumbai,585,"20,000",1.17 Cr
1,,Kurla West,Mumbai,220,"25,000",55.00 L
1 BHK Apartment,Raunak CityKalyan West,Kalyan West,Mumbai,630,"10,000",63.00 L
1,,Vevoor,Mumbai,540,"25,000",1.35 Cr
1 BHK Apartment,Om Prabhu Manohar CHSSeawoods,Seawoods,Mumbai,670,"18,000",1.21 Cr
2,,Dombivali East,Mumbai,819,"12,000",98.28 L
1 BHK Apartment,Padmawati RudranshPalghar,Palghar,Mumbai,475,"8,000",38.00 L
1 BHK Apartment,Samrin Sudama RegencyDombivali,Dombivali,Mumbai,560,"12,000",67.20 L
2 BHK Apartment,Reputed Builder Lodha ParkDombivali,Dombivali,Mumbai,750,"12,000",90.00 L
1,,Nalasopara East,Mumbai,237,"5,500",13.04 L
1 RK Studio Apartment,Shiv Ganga ApartmentDombivali,Dombivali,Mumbai,340,"12,000",40.80 L
1 BHK Apartment,Si Construction Shanza HeightMira Road East,Mira Road East,Mumbai,620,"12,000",74.40 L
3 BHK Apartment,Reputed Builder N -OsloThane West,Thane West,Mumbai,1200,"18,000",2.16 Cr
1,,Thane West,Mumbai,502,"18,000",90.36 L
1 BHK Apartment,Siddharth Riverwood ParkDombivali,Dombivali,Mumbai,650,"12,000",78.00 L
3 BHK Apartment,Hubtown Redwood And RosewoodMira Road East,Mira Road East,Mumbai,1520,"12,000",1.82 Cr
1,,Malad West,Mumbai,310,"22,000",68.20 L
1,,Malad West,Mumbai,320,"22,000",70.40 L
1 BHK Apartment,Saran Ciba SocietyGhatkopar West,Ghatkopar West,Mumbai,350,"32,000",1.12 Cr
1 BHK Apartment,Vimal ResidencyNala Sopara,Nala Sopara,Mumbai,580,"25,000",1.45 Cr
1 BHK Apartment,Vimal ResidencyNala Sopara,Nala Sopara,Mumbai,550,"25,000",1.38 Cr
2 BHK Apartment,Alag OliveGhatkopar East,Ghatkopar East,Mumbai,581,"28,000",1.63 Cr
